,alias,auctionEndTime,baseCcy,category,contTdSwTime,ctMult,ctType,ctVal,ctValCcy,expTime,futureSettlement,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,openType,optType,quoteCcy,ruleType,settleCcy,state,stk,tickSz,uly
107,,,ALPHA,1,,,,,,,False,,ALPHA-USD,SPOT,,1742882700000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
108,,,ANIME,1,,,,,,,False,,ANIME-USD,SPOT,,1737689400000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
109,,,APE,1,,,,,,,False,,APE-USD,SPOT,,1743488400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
110,,,API3,1,,,,,,,False,,API3-USD,SPOT,,1742883000000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
111,,,APT,1,,,,,,,False,,APT-USD,SPOT,,1743488700000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
112,,,AR,1,,,,,,,False,,AR-USD,SPOT,,1742278200000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
113,,,ARB,1,,,,,,,False,,ARB-USD,SPOT,,1736908200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
114,,,ARG,1,,,,,,,False,,ARG-USD,SPOT,,1742278500000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
115,,,ARKM,1,,,,,,,False,,ARKM-USD,SPOT,,1743489000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
116,,,ASTR,1,,,,,,,False,,ASTR-USD,SPOT,,1742883300000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
117,,,ATH,1,,,,,,,False,,ATH-USD,SPOT,,1737973500000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
118,,,ATOM,1,,,,,,,False,,ATOM-USD,SPOT,,1743489300000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
119,,,AUCTION,1,,,,,,,False,,AUCTION-USD,SPOT,,1742883600000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
120,,,AVAX,1,,,,,,,False,,AVAX-USD,SPOT,,1736908500000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
121,,,AXS,1,,,,,,,False,,AXS-USD,SPOT,,1742883900000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
122,,,BABYDOGE,1,,,,,,,False,,BABYDOGE-USD,SPOT,,1742279100000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,999999,999999,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000000,fix_price,,USD,normal,,live,,0.000000000001,
123,,,BABY,1,,,,,,,False,,BABY-USD,SPOT,,1744287300000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
124,,,BADGER,1,,,,,,,False,,BADGER-USD,SPOT,,1742884200000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
125,,,BAL,1,,,,,,,False,,BAL-USD,SPOT,,1742884500000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
126,,,BANANA,1,,,,,,,False,,BANANA-USD,SPOT,,1738921200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,2000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.01,
127,,,BAND,1,,,,,,,False,,BAND-USD,SPOT,,1742884800000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
128,,,BAT,1,,,,,,,False,,BAT-USD,SPOT,,1742885100000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
129,,,BCH,1,,,,,,,False,,BCH-USD,SPOT,,1743489600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,fix_price,,USD,normal,,live,,0.1,
130,,,BERA,1,,,,,,,False,,BERA-USD,SPOT,,1738899000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
131,,,BICO,1,,,,,,,False,,BICO-USD,SPOT,,1742885400000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
132,,,BIGTIME,1,,,,,,,False,,BIGTIME-USD,SPOT,,1744265100000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
133,,,BIO,1,,,,,,,False,,BIO-USD,SPOT,,1740033000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,2000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
134,,,BLUR,1,,,,,,,False,,BLUR-USD,SPOT,,1743489900000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
135,,,BNB,1,,,,,,,False,,BNB-USD,SPOT,,1742279400000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,fix_price,,USD,normal,,live,,0.1,
136,,,BNT,1,,,,,,,False,,BNT-USD,SPOT,,1741848600000,0.000001,999999999999.0000000000000000,20000000,999999999999,5000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
137,,,BOME,1,,,,,,,False,,BOME-USD,SPOT,,1737973200000,1,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,fix_price,,USD,normal,,live,,0.000001,
138,,,BONE,1,,,,,,,False,,BONE-USD,SPOT,,1742279700000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
139,,,BONK,1,,,,,,,False,,BONK-USD,SPOT,,1743490200000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,fix_price,,USD,normal,,live,,0.000000001,
140,,,BORA,1,,,,,,,False,,BORA-USD,SPOT,,1742280000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
141,,,BSV,1,,,,,,,False,,BSV-USD,SPOT,,1742280300000,0.000001,999999999999.0000000000000000,20000000,999999999999,5000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.01,
142,,,CATI,1,,,,,,,False,,CATI-USD,SPOT,,1740031800000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
143,,,CAT,1,,,,,,,False,,CAT-USD,SPOT,,1742280900000,1,9999999999999999.0000000000000000,20000000,9999999999999999,2000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,fix_price,,USD,normal,,live,,0.000000001,
144,,,CELO,1,,,,,,,False,,CELO-USD,SPOT,,1742281200000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
145,,,CELR,1,,,,,,,False,,CELR-USD,SPOT,,1742885700000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
146,,,CETUS,1,,,,,,,False,,CETUS-USD,SPOT,,1742281500000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
147,,,CFG,1,,,,,,,False,,CFG-USD,SPOT,,1742281800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
148,,,CFX,1,,,,,,,False,,CFX-USD,SPOT,,1742282100000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
149,,,CHZ,1,,,,,,,False,,CHZ-USD,SPOT,,1743490500000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
150,,,CITY,1,,,,,,,False,,CITY-USD,SPOT,,1738919100000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,2000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
151,,,CLV,1,,,,,,,False,,CLV-USD,SPOT,,1742886000000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
152,,,COMP,1,,,,,,,False,,COMP-USD,SPOT,,1736908800000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.01,
153,,,CORE,1,,,,,,,False,,CORE-USD,SPOT,,1742282400000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
154,,,CRO,1,,,,,,,False,,CRO-USD,SPOT,,1743490800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
155,,,CRV,1,,,,,,,False,,CRV-USD,SPOT,,1736909100000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
156,,,CSPR,1,,,,,,,False,,CSPR-USD,SPOT,,1742282700000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
157,,,CTC,1,,,,,,,False,,CTC-USD,SPOT,,1742283000000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
158,,,CTXC,1,,,,,,,False,,CTXC-USD,SPOT,,1742283300000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
159,,,CVC,1,,,,,,,False,,CVC-USD,SPOT,,1742886300000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
160,,,CVX,1,,,,,,,False,,CVX-USD,SPOT,,1742886600000,0.000001,999999999999.0000000000000000,20000000,999999999999,5000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
161,,,CXT,1,,,,,,,False,,CXT-USD,SPOT,,1744265400000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
162,,,DAI,1,,,,,,,False,,DAI-USD,SPOT,,1736909400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
163,,,DAO,1,,,,,,,False,,DAO-USD,SPOT,,1742283600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
164,,,DEGEN,1,,,,,,,False,,DEGEN-USD,SPOT,,1737970800000,1,9999999999999999.0000000000000000,20000000,9999999999999999,2000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,fix_price,,USD,normal,,live,,0.000001,
165,,,DEP,1,,,,,,,False,,DEP-USD,SPOT,,1742283900000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.0000001,
166,,,DGB,1,,,,,,,False,,DGB-USD,SPOT,,1742284200000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
167,,,DIA,1,,,,,,,False,,DIA-USD,SPOT,,1741850700000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
168,,,DOGS,1,,,,,,,False,,DOGS-USD,SPOT,,1743491100000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,fix_price,,USD,normal,,live,,0.0000001,
169,,,DOT,1,,,,,,,False,,DOT-USD,SPOT,,1743491400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
170,,,DUCK,1,,,,,,,False,,DUCK-USD,SPOT,,1738920900000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,4000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.000001,
171,,,DYDX,1,,,,,,,False,,DYDX-USD,SPOT,,1743491700000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
172,,,EGLD,1,,,,,,,False,,EGLD-USD,SPOT,,1742886900000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.01,
173,,,EIGEN,1,,,,,,,False,,EIGEN-USD,SPOT,,1743492000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
174,,,ELF,1,,,,,,,False,,ELF-USD,SPOT,,1742284500000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
175,,,ELON,1,,,,,,,False,,ELON-USD,SPOT,,1742364000000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,5000000,fix_price,,USD,normal,,live,,0.0000000001,
176,,,ENJ,1,,,,,,,False,,ENJ-USD,SPOT,,1742887200000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
177,,,ENS,1,,,,,,,False,,ENS-USD,SPOT,,1736909700000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
178,,,ERN,1,,,,,,,False,,ERN-USD,SPOT,,1741846500000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
179,,,ETC,1,,,,,,,False,,ETC-USD,SPOT,,1743492600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.01,
180,,,ETHFI,1,,,,,,,False,,ETHFI-USD,SPOT,,1737975000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
181,,,ETHW,1,,,,,,,False,,ETHW-USD,SPOT,,1743492900000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.001,
182,,,EURC,1,,,,,,,False,,EURC-USD,SPOT,,1742364300000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
183,,,FIL,1,,,,,,,False,,FIL-USD,SPOT,,1743660000000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
184,,,FLM,1,,,,,,,False,,FLM-USD,SPOT,,1741851300000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
185,,,FLOKI,1,,,,,,,False,,FLOKI-USD,SPOT,,1742796000000,1,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000,fix_price,,USD,normal,,live,,0.00000001,
